Constituency Id,Constituency Name,Total,Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,Indian National Congress,EVM Votes,PostalVotes,Communist Party of India,EVM Votes,PostalVotes,Communist Party of India  (Marxist),EVM Votes,PostalVotes,Viduthalai Chiruthaigal Katchi,EVM Votes,PostalVotes,Indian Union Muslim League,EVM Votes,PostalVotes,All India Anna Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,Pattali Makkal Katchi,EVM Votes,PostalVotes,Bharatiya Janata Party,EVM Votes,PostalVotes,Naam Tamilar Katchi,EVM Votes,PostalVotes,Makkal Needhi Maiam,EVM Votes,PostalVotes,Indiya Jananayaka Katchi,EVM Votes,PostalVotes,Amma Makkal Munnettra Kazagam,EVM Votes,PostalVotes,Desiya Murpokku Dravida Kazhagam,EVM Votes,PostalVotes,All India Majlis-E-Ittehadul Muslimeen,EVM Votes,PostalVotes,SOCIAL DEMOCRATIC PARTY OF INDIA,EVM Votes,PostalVotes,None of the Above,EVM Votes,PostalVotes,Bahujan Samaj Party,EVM Votes,PostalVotes,Anaithu Makkal Arasiyal Katchi,EVM Votes,PostalVotes,Anna MGR Dravida Makkal Kalgam,EVM Votes,PostalVotes,Tamil Nadu Ilangyar Katchi,EVM Votes,PostalVotes,All India Jananayaka Makkal Kazhagam,EVM Votes,PostalVotes,My India Party,EVM Votes,PostalVotes,Tamilnadu Makkal Nalvazhvu Periyakkam,EVM Votes,PostalVotes,MGR Makkal Katchi,EVM Votes,PostalVotes,Nationalist Congress Party,EVM Votes,PostalVotes,Bahujan Dravida Party,EVM Votes,PostalVotes,Desiya Makkal Sakthi Katchi,EVM Votes,PostalVotes,Shiv Sena,EVM Votes,PostalVotes,Naadaalum Makkal Katchi,EVM Votes,PostalVotes,Samata Party,EVM Votes,PostalVotes,Makkal Nalvaazhvuk Katchi,EVM Votes,PostalVotes,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),EVM Votes,PostalVotes,Republican Party of India (Athawale),EVM Votes,PostalVotes,United States of India Party,EVM Votes,PostalVotes,New Generation People’s Party,EVM Votes,PostalVotes,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,EVM Votes,PostalVotes,Makkalatchi Katchi,EVM Votes,PostalVotes,National Democratic Party of South India,EVM Votes,PostalVotes,Thamizhaga Munnetra Congress,EVM Votes,PostalVotes,Nam India Naam Indiyar Katchi,EVM Votes,PostalVotes,Valamaana  Tamizhagam   Katchi,EVM Votes,PostalVotes,Republican Party of India  (Sivaraj),EVM Votes,PostalVotes,Lok Jan Shakti Party,EVM Votes,PostalVotes,Tipu Sultan Party,EVM Votes,PostalVotes,Tamizhaga Murpokku Makkal Katchi,EVM Votes,PostalVotes,Rashtriya Janata Dal,EVM Votes,PostalVotes,Mahathma Makkal Munnetra Kazhakam,EVM Votes,PostalVotes,Jebamani Janata,EVM Votes,PostalVotes,Anna MGR Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,Bhartiya Manavadhikaar Federal Party,EVM Votes,PostalVotes,Puthiya Tamilagam,EVM Votes,PostalVotes,Dravida Murpokku Makkal Katchi,EVM Votes,PostalVotes,Communist Party of India  (Marxist-Leninist)  (Liberation),EVM Votes,PostalVotes,Desiya Sirupanmayinar Makkal Iyakkam,EVM Votes,PostalVotes,Makkal Munnetra Peravai,EVM Votes,PostalVotes,Kamarajar Deseeya Congress,EVM Votes,PostalVotes,All Pensioner’s Party,EVM Votes,PostalVotes,All India Youth Development Party,EVM Votes,PostalVotes,Akhil Bharat Hindu Mahasabha,EVM Votes,PostalVotes,Anaithu Makkal Puratchi Katchi,EVM Votes,PostalVotes,Rashtriya Ulama Council,EVM Votes,PostalVotes,All India Uzhavargal Uzhaippalargal Katchi,EVM Votes,PostalVotes,Makkal Nala Kazhagam,EVM Votes,PostalVotes,Samaniya Makkal Nala Katchi,EVM Votes,PostalVotes,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,National People's Party,EVM Votes,PostalVotes,Samajwadi Party,EVM Votes,PostalVotes,Dhesiya Makkal Kazhagam,EVM Votes,PostalVotes,Anna Dravidar Kazhagam,EVM Votes,PostalVotes,Ganasangam Party of India,EVM Votes,PostalVotes,Anaithindia Samudaya Munnetra Kazhagam,EVM Votes,PostalVotes,MAKKAL SAKTHI KATCHI,EVM Votes,PostalVotes,All  India  Pattali  Munnetra Katchi,EVM Votes,PostalVotes,Indhia Kudiarasu Katchi,EVM Votes,PostalVotes,Ambedkarite Party of India,EVM Votes,PostalVotes,Tamilaga Makkal Thannurimai Katchi,EVM Votes,PostalVotes,Ahimsa Socialist Party,EVM Votes,PostalVotes,Manitha Urimaigal Kalaagam,EVM Votes,PostalVotes,Namathu Kongu Munnetra Kalagam,EVM Votes,PostalVotes,"Makkal Thilagam Munnetra Kazhagam,",EVM Votes,PostalVotes,India Dravida Makkal Munnetra Katchi,EVM Votes,PostalVotes,Kongu  Desa  Marumalarchi  Makkal  Katchi,EVM Votes,PostalVotes,All India Trinamool Congress,EVM Votes,PostalVotes,Ezhuchi Tamilargal Munnetra Kazhagam,EVM Votes,PostalVotes,Hindustan Janta Party,EVM Votes,PostalVotes,"Makkal Sananayaga Kudiyarasu Katchi,",EVM Votes,PostalVotes,Anaithu Makkal Munnetra Kazhagam,EVM Votes,PostalVotes,Rashtriya Samaj Paksha,EVM Votes,PostalVotes,Vidial Valarchi Perani,EVM Votes,PostalVotes,Akila India Vallalar Peravai,EVM Votes,PostalVotes,Janata Dal  (Secular),EVM Votes,PostalVotes,Ilantamilar Munnani Kazhagam,EVM Votes,PostalVotes,All India Samathuva Makhal Katchi,EVM Votes,PostalVotes,People's Party of India(secular),EVM Votes,PostalVotes,Namadhu Makkal Katchi,EVM Votes,PostalVotes,Akhila India Jananayaka Makkal Katchi (Dr. Isaac),EVM Votes,PostalVotes,Tamil Telugu National Party,EVM Votes,PostalVotes,Ambedkar Political Party,EVM Votes,PostalVotes,All India MGR Makkal Munnetra Kazhagam,EVM Votes,PostalVotes,Naam Indiar Party,EVM Votes,PostalVotes,Desa Makkal Munnetrak Kazhgam,EVM Votes,PostalVotes,South India Forward Bloc,EVM Votes,PostalVotes,Aanaithinthiya Jananayaka Pathukappu Kazhagam,EVM Votes,PostalVotes,Universal Brotherhood Movement,EVM Votes,PostalVotes,Anaithu Ulaga Tamilargal Munnetra Kalagam,EVM Votes,PostalVotes,Ulaga Makkal Katchi,EVM Votes,PostalVotes,Tamilnadu Mahatma Gandhi Makkal Katchi,EVM Votes,PostalVotes,ALL  IND,EVM Votes,PostalVotes,,,,
124,Valparai,145172,,,,,,,ARUMUGAM M,58821,628,,,,,,,,,,AMULKANDASAMI T K,71128,544,,,,,,,KOHILA C,7588,44,SENTHILRAJ D,3291,23,,,,,,,MURUGARAJ M S,1327,8,,,,,,,NOTA,1409,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,353,2,,,,
125,Udumalaipettai,194358,,,,"Thennarasu,K.",73788,1210,,,,,,,,,,,,,"Radhakrishnan,K.",95953,940,,,,,,,"Babu Ranjendra Prasad,A.",8540,52,"Srinithi,V.",8107,56,,,,"Palanisamy,R.",1038,5,,,,,,,,,,NOTA,1469,9,"Kumar,K.",456,3,"Nachammal,K.",175,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Krishnan,T.",680,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1858,14,,,,
126,Madathukulam,181902,R.JAYARAMAKRISHNAN,76885,990,,,,,,,,,,,,,,,,C MAHENDRAN,83634,679,,,,,,,U SANUJA,6200,45,K KUMARESAN,2877,17,,,,C.SHANMUGAVELU,6467,48,,,,,,,,,,NOTA,1042,6,J.BENJAMIN KIRUBAKARAN,465,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K SAKTHIVEL,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2429,11,,,,
127,Palani,205384,SENTHIL KUMAR I.P,107049,1517,,,,,,,,,,,,,,,,RAVI MANOHARAN K,77951,559,,,,,,,VINOTH RAJASEKARAN G,7563,93,POOVENDHAN T,3669,63,,,,VEERAKUMAR V,2231,24,,,,,,,,,,NOTA,1088,22,NACHIMUTHU S,442,1,,,,,,,,,,,,,THANGAVEL B,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIVABALA MOORTHI K,598,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2423,11,,,,
128,Oddanchatram,201756,SAKKARAPANI R,108990,980,,,,,,,,,,,,,,,,NATARAJ N.P,80819,409,,,,,,,SAKTHI DEVI T,4892,52,ABDUL HADI A,1069,13,,,,,,,SIVA KUMAR M,1417,10,,,,,,,NOTA,1451,6,MURUGARAJ P,527,2,,,,,,,,,,,,,RAVICHANDRAN K,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAVI M,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1005,1,,,,
129,Athoor,229940,PERIYASAMY I,164169,1640,,,,,,,,,,,,,,,,,,,THILAGABAMA M,30018,220,,,,SIMON JUSTIN A,17017,151,SIVASAKTHIVEL P,3211,30,,,,SELVAKUMAR P,2991,26,,,,,,,,,,NOTA,1543,21,KARTHIGAISELVAN K,740,9,,,,,,,,,,,,,JEYASEKARAN R,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SILAMBARASAN M,878,2,,,,,,,,,,,,,,,,,,,,,,,,,RAGUPATHI P,87,0,,,,,,,,,,,,,MUTHULAKSHMI R,1178,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,5894,25,,,,
130,Nilakkottai,184805,K.Murugavelrajan,62593,1250,,,,,,,,,,,,,,,,S.Thenmozhi,90857,604,,,,,,,G.Vasanthadevi,17363,142,Ananth,3146,35,,,,,,,K.Ramasamy,3684,20,,,,,,,NOTA,1248,12,P.Nagendran,664,2,,,,,,,,,,,,,V.Revadhi,155,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V.K.Aiyyar,478,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2527,16,,,,
131,Natham,225244,M.A.ANDI AMBALAM,94968,862,,,,,,,,,,,,,,,,NATHAM.R.VISWANATHAN,107255,507,,,,,,,DOCTOR.V.SIVASANKARAN,14673,89,,,,R.A.SARANRAJ,1019,6,N.RAJA,1713,8,,,,,,,,,,NOTA,1438,6,P.ANDISAMY,676,2,,,,,,,,,,,,,V.VEMBARASAN,164,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1849,7,,,,
132,Dindigul,195118,,,,,,,,,,PANDI.N,70393,2455,,,,,,,SREENIVASAN.C,89685,910,,,,,,,JAYASUNDAR.R,14703,157,RAJENDRAN.R,8950,113,,,,RAMUTHEVAR.P,2379,48,,,,,,,,,,NOTA,1772,35,ARASUR MANOHARAN.S,492,9,,,,,,,,,,,,,AKKAMMAL.S,301,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MURUGESAN.A,245,9,,,,,,,,,,,,,,,,,,,,,,,,,SIVAGANAM.A,51,2,,,,,,,,,,,,,KARTHIKEYAN.V,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALAGU PANDIAN.R,232,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2060,21,,,,
133,Vedasandur,213080,GANDHIRAJAN S,105157,1324,,,,,,,,,,,,,,,,PARAMASIVAM V P B,88330,598,,,,,,,POTHUMANI R,8441,54,VETRIVEL S,1202,13,,,,RAMASAMY P,2030,11,,,,,,,,,,NOTA,798,5,,,,,,,,,,,,,,,,KARTHIKEYAN A,669,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KALIMUTHU V,101,0,,,,,,,,,,,,,,,,MURUGESAN K,123,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANEESHANKAR M G,105,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,4108,8,,,,
134,Aravakurichi,177114,ELANGO. R,92215,1154,,,,,,,,,,,,,,,,,,,,,,ANNAMALAI. K,67915,638,ANITHA PARVEEN. M,7156,32,MOHAMMED HANEEF SHAHIL. K. S,1375,7,,,,THANGAVEL.  P. S. N,1593,6,,,,,,,,,,NOTA,866,3,SUNDARARAJ. R,328,0,,,,,,,RAJKUMAR. R,375,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOHANRAJ. C,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,3423,4,,,,
135,Karur,207310,SENTHILBALAJI V,100356,1401,,,,,,,,,,,,,,,,VIJAYABHASKAR. M.R,88440,869,,,,,,,KARUPPAIYA.R,7286,30,MOHANRAJ.S,4138,16,,,,,,,THANGARAJ.N,946,7,,,,,,,NOTA,954,7,AADHIKRISHNAN.P,210,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,JOSEPH.M.A,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHANMUGAM.N,99,0,,,,,,,,,,,,,,,,DHANALAKSHMI.M,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2400,7,,,,
136,Krishnarayapuram,180902,SIVAGAMA SUNDARI.K,95321,1219,,,,,,,,,,,,,,,,MUTHUKUMAR,64507,408,,,,,,,ILAKIYA.R,9654,52,SARAVANAN.V,1837,11,,,,,,,KATHIRVEL.M,1940,6,,,,,,,NOTA,1172,5,MURUGESAN.R,538,2,,,,,,,,,,,,,CHANDRA.P,128,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASHOKAN.P,194,1,,,,NARAYANAN.KR,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAJAGURU. M,121,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,3682,2,,,,
137,Kulithalai,197456,R.Manickam,99285,1544,,,,,,,,,,,,,,,,N.R.Chandrasekar,76579,710,,,,,,,Seeni.Prakasu,11426,85,,,,S.Manikandan,670,4,V.Nirosha,754,7,,,,,,,,,,NOTA,1187,4,P.Anbalagan,585,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.Subethar,213,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M.Sankar,455,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,3897,39,,,,
138,Manapparai,221748,ABDUL SAMAD P,96204,1873,,,,,,,,,,,,,,,,CHANDRASEKAR.R,85133,701,,,,,,,KANIMOZHI.P,19358,92,,,,UMARANI K,908,6,,,,KRISHNAGOPAL P,10666,53,,,,,,,NOTA,1002,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VARADAN.M,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAKTHIVEL.M,186,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PANDIAN V,128,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,5316,27,,,,
139,Srirangam,240240,Palaniyandi.M,112009,1895,,,,,,,,,,,,,,,,KuPa Krishnan,93131,858,,,,,,,K.Selvarathi,17793,118,,,,S.Francis Mery,1062,5,Sarubala.R.Thondaiman,3448,39,,,,,,,,,,NOTA,2391,26,G.Selvakumar,805,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annalakshmi,606,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Jude Martin,207,3,,,,,,,,,,,,,,,,,,,,,,,,,P.Balasubramanian,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,5685,62,,,,
140,Tiruchirappalli (West),183099,"Nehru, K.N.",116018,2115,,,,,,,,,,,,,,,,"Padmanathan, V.",32632,392,,,,,,,"Vinodh, V.",15637,88,"Abubacker Siddiq,  M.",10466,80,,,,,,,,,,,,,"Abdullah Hassan Faizy, R.",2525,20,NOTA,2079,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,995,14,,,,
141,Tiruchirappalli (East),172856,"INIGO IRUDAYARAJ,S.",92645,1657,,,,,,,,,,,,,,,,"VELLAMANDI NATARAJAN,N.",40109,396,,,,,,,"PRABU,R.",14211,101,"VEERASAKTHI,D.",11309,87,,,,MANOHARAN.R.,9010,79,,,,,,,,,,NOTA,1504,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIJAIA MOHANAAJI,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1599,13,,,,
142,Thiruverumbur,197013,ANBIL MAHESH POYYAMOZHI,103673,1751,,,,,,,,,,,,,,,,P KUMAR,55309,418,,,,,,,V CHOLASOORAN,15628,91,MURUGANANDAM M,14547,131,,,,,,,S.  SENTHILKUMAR,2260,33,,,,,,,NOTA,1403,15,MALATHI RAVICHANDRAN,225,1,,,,,,,K.M. KARTHIK,408,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S.SAKTHIVEL,414,2,K. PALANISAMY,122,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,569,7,,,,
143,Lalgudi,174754,A.SOUNDARAPANDIAN,83264,1650,,,,,,,,,,,,,,,,D.R.DHARMARAJ,67612,353,,,,,,,I.MALAR TAMIL PRABHA,16134,114,,,,,,,M.VIJAYAMURTHY,2913,28,,,,,,,,,,NOTA,1191,9,,,,,,,R.SILAMBARASAN,138,0,,,,,,,,,,,,,,,,,,,,,,,,,VEERAN.MUTHUKUMAR,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.NAMBIRAJAN,123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K.KAMARAJ,268,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,882,7,,,,
144,Manachanallur,196719,S. KATHIRAVAN,114451,1883,,,,,,,,,,,,,,,,M. PARANJOTHI,56366,350,,,,,,,Dr. KRISHNASAMY. V,14361,82,R. SAMSON,1975,21,,,,M. RAJASEKHARN,1619,12,,,,,,,,,,NOTA,1055,12,V. INDIRANI,448,3,,,,,,,T. RENGARAJ,240,0,,,,P. JAGADEESAN,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. DHINAKARAN,155,3,,,,,,,,,,S. ROHINI,89,2,,,,,,,,,,,,,,,,,,,,,,,,,K. GURUNATHAN,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C. ARULMANI,379,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2987,11,,,,
145,Musiri,179706,N. Thiyagarajan,88487,2137,,,,,,,,,,,,,,,,M. Selvarasu,63179,609,,,,,,,Sridevi Ilangovan,14207,104,S. Gokul,2467,32,,,,,,,Kumar.K.S,3153,29,,,,,,,NOTA,1081,11,V. Bernardshaw,458,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D. Dharmalingam,109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gautham. S,251,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,3379,10,,,,
146,Thuraiyur,175876,S.STALINKUMAR,85802,1984,,,,,,,,,,,,,,,,T.INDRAGANDHI,65257,458,,,,,,,R.TAMILZHSELVI,13074,84,T.N. YUVARAJAN,2489,39,,,,K.SUBRAMANIAN,2404,31,,,,,,,,,,NOTA,1580,14,S.ESWARAMOORTHY,865,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K.JAYAKKANNAN,164,2,,,,,,,,,,,,,,,,K.GUNASEKARAN,539,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M.MALARMANNAN,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,979,7,,,,
